,num_game,playtime_total,playtime_000,playtime_p025,playtime_p050,playtime_p075,playtime_p100
215627519,1,58.0,58.0,58.0,58.0,58.0,58.0
16081636,25,477.4,0.1,1.1,6.4,21.0,121.0
93907820,1,358.0,358.0,358.0,358.0,358.0,358.0
38049880,184,4060.2000000000003,0.1,1.0750000000000002,2.8499999999999996,9.525,1539.0
189971720,1,16.9,16.9,16.9,16.9,16.9,16.9
49669626,1,20.0,20.0,20.0,20.0,20.0,20.0
83589156,2,84.7,12.7,27.525,42.35,57.175,72.0
256613211,7,33.8,0.4,0.55,1.0,9.75,11.8
33282871,95,1892.1000000000001,0.1,2.55,6.5,18.15,334.0
195193671,1,6.0,6.0,6.0,6.0,6.0,6.0
49893565,280,6875.2,0.1,1.2,3.6500000000000004,11.8,1605.0
22689481,2,39.6,5.6,12.7,19.8,26.9,34.0
163001223,2,584.9,0.9,146.675,292.45,438.225,584.0
47291376,13,4175.700000000001,0.2,0.4,2.9,44.0,2889.0
136640372,1,47.0,47.0,47.0,47.0,47.0,47.0
133885796,3,11.7,0.2,1.85,3.5,5.75,8.0
188189790,8,6.400000000000001,0.2,0.575,0.8500000000000001,0.925,1.7
179848102,2,24.2,9.1,10.6,12.1,13.6,15.1
167564834,1,128.0,128.0,128.0,128.0,128.0,128.0
257934949,2,302.2,0.2,75.65,151.1,226.55,302.0
97686700,1,43.0,43.0,43.0,43.0,43.0,43.0
73725335,1,5.3,5.3,5.3,5.3,5.3,5.3
103649913,2,8.5,1.8,3.0250000000000004,4.25,5.4750000000000005,6.7
153434378,1,21.0,21.0,21.0,21.0,21.0,21.0
10714039,1,17.5,17.5,17.5,17.5,17.5,17.5
282052972,1,100.0,100.0,100.0,100.0,100.0,100.0
35264447,3,125.3,6.7,9.15,11.6,59.3,107.0
48118779,5,28.7,0.8,1.3,1.4,3.2,22.0
45120292,1,62.0,62.0,62.0,62.0,62.0,62.0
32248913,1,14.6,14.6,14.6,14.6,14.6,14.6
237578633,6,105.99999999999999,0.1,0.25,0.8,3.3749999999999996,100.0
218938553,3,9.0,1.8,2.1,2.4,3.5999999999999996,4.8
158481258,2,2312.0,52.0,604.0,1156.0,1708.0,2260.0
28257781,1,28.0,28.0,28.0,28.0,28.0,28.0
69305825,1,55.0,55.0,55.0,55.0,55.0,55.0
299764859,1,133.0,133.0,133.0,133.0,133.0,133.0
151257543,1,1168.0,1168.0,1168.0,1168.0,1168.0,1168.0
116314616,1,394.0,394.0,394.0,394.0,394.0,394.0
144059425,1,7.0,7.0,7.0,7.0,7.0,7.0
92044753,1,40.0,40.0,40.0,40.0,40.0,40.0
89523414,50,496.5,0.1,1.125,2.1500000000000004,6.2,137.0
92639430,1,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0
10964000,1,29.0,29.0,29.0,29.0,29.0,29.0
577614,1,36.0,36.0,36.0,36.0,36.0,36.0
108033629,2,116.3,0.3,29.225,58.15,87.075,116.0
306893799,1,47.0,47.0,47.0,47.0,47.0,47.0
151234988,5,1660.7,2.7,44.0,57.0,151.0,1406.0
148773331,5,188.20000000000002,0.3,1.9,42.0,65.0,79.0
153823616,5,180.3,17.0,18.3,20.0,38.0,87.0
166385573,1,1121.0,1121.0,1121.0,1121.0,1121.0,1121.0
240948167,2,310.2,0.2,77.65,155.1,232.55,310.0
230187829,1,436.0,436.0,436.0,436.0,436.0,436.0
187877855,6,31.199999999999996,0.4,0.7999999999999999,2.75,7.4,16.2
178789623,4,1947.8,8.8,223.45,343.5,607.0,1252.0
173931686,3,82.39999999999999,0.1,0.2,0.3,41.15,82.0
49724738,5,38.1,0.5,4.8,6.5,10.5,15.8
147154527,1,542.0,542.0,542.0,542.0,542.0,542.0
150968058,1,1126.0,1126.0,1126.0,1126.0,1126.0,1126.0
207319056,3,136.9,0.3,1.45,2.6,68.3,134.0
290573962,1,8.4,8.4,8.4,8.4,8.4,8.4
166081897,6,775.5999999999999,0.5,0.8500000000000001,1.15,1.825,770.0
137837203,13,67.1,0.1,0.8,2.7,6.9,19.5
297059619,3,122.7,9.5,12.85,16.2,56.6,97.0
293478944,1,8.2,8.2,8.2,8.2,8.2,8.2
231945021,1,21.0,21.0,21.0,21.0,21.0,21.0
204319528,1,17.4,17.4,17.4,17.4,17.4,17.4
13873032,1,197.0,197.0,197.0,197.0,197.0,197.0
207248568,1,202.0,202.0,202.0,202.0,202.0,202.0
165683591,1,381.0,381.0,381.0,381.0,381.0,381.0
213231597,21,397.80000000000007,0.2,0.4,3.8,9.8,171.0
150820937,1,16.1,16.1,16.1,16.1,16.1,16.1
46301758,40,949.3,0.1,0.875,3.6999999999999997,14.925,411.0
192627895,1,131.0,131.0,131.0,131.0,131.0,131.0
161811523,4,503.70000000000005,0.1,0.475,78.3,203.75,347.0
206595308,1,112.0,112.0,112.0,112.0,112.0,112.0
63075948,1,60.0,60.0,60.0,60.0,60.0,60.0
188642720,1,11.0,11.0,11.0,11.0,11.0,11.0
148631188,3,271.2,0.9,1.1,1.3,135.15,269.0
139804310,1,62.0,62.0,62.0,62.0,62.0,62.0
14153959,5,36.7,0.2,2.0,3.2,15.2,16.1
153495323,1,6.1,6.1,6.1,6.1,6.1,6.1
103260848,58,5419.3,0.3,5.0,19.55,62.25,1759.0
219747318,1,6.4,6.4,6.4,6.4,6.4,6.4
83123832,3,462.8,0.8,10.9,21.0,231.0,441.0
298144216,1,27.0,27.0,27.0,27.0,27.0,27.0
106346875,3,65.7,4.2,5.35,6.5,30.75,55.0
220235189,2,70.7,0.7,18.025,35.35,52.675,70.0
142408262,3,650.7,0.2,1.85,3.5,325.25,647.0
261745164,1,66.0,66.0,66.0,66.0,66.0,66.0
162453723,18,601.1,0.1,0.4,1.15,18.7,229.0
164196144,1,289.0,289.0,289.0,289.0,289.0,289.0
34582304,19,300.2,0.4,7.5,11.5,19.6,54.0
234262106,5,70.0,3.8,4.1,4.7,19.4,38.0
29239329,47,448.5,0.1,0.55,2.7,8.5,177.0
135091121,3,1119.1000000000001,1.2,6.05,10.9,558.95,1107.0
242325247,2,8.9,0.5,2.475,4.45,6.425000000000001,8.4
215877085,2,11.8,4.4,5.15,5.9,6.65,7.4
160620803,2,27.1,3.1,8.325,13.55,18.775,24.0
92600849,5,382.9,0.4,19.5,67.0,81.0,215.0
46585543,3,7.300000000000001,0.2,0.7,1.2,3.5500000000000003,5.9
27262175,21,923.0999999999999,0.4,3.3,8.0,26.0,435.0
164805863,8,20.700000000000003,0.2,0.3,1.4,3.8499999999999996,8.3
96167505,8,1257.3,0.8,8.275,14.7,180.0,741.0
63808332,4,476.0,0.2,4.3999999999999995,17.9,132.5,440.0
124070622,11,403.2,0.4,1.5,2.8,36.5,248.0
157899431,9,242.60000000000002,0.1,6.4,8.2,49.0,92.0
192623666,1,56.0,56.0,56.0,56.0,56.0,56.0
7203603,17,1431.9,0.2,6.0,10.7,115.0,449.0
150789931,31,1288.5,0.1,2.1500000000000004,10.8,47.0,295.0
235692659,31,420.49999999999994,0.1,0.75,4.0,10.45,152.0
95819457,1,5.5,5.5,5.5,5.5,5.5,5.5
117402082,4,9.700000000000001,0.3,0.37500000000000006,1.4,3.4499999999999997,6.6
93034535,2,33.1,8.1,12.325,16.55,20.775,25.0
200524998,4,121.6,1.6,3.4,22.5,49.5,75.0
266278004,1,31.0,31.0,31.0,31.0,31.0,31.0
66357156,5,49.0,0.5,5.1,7.6,8.8,27.0
36611463,2,26.7,1.7,7.525,13.35,19.175,25.0
159524722,6,58.5,0.2,0.5,1.4500000000000002,16.275,34.0
166234928,1,856.0,856.0,856.0,856.0,856.0,856.0
239413586,15,377.7,0.5,5.25,11.4,18.6,153.0
18036199,9,341.90000000000003,0.1,1.7,9.2,14.2,269.0
297690673,3,34.8,0.1,4.3999999999999995,8.7,17.35,26.0
100267049,1,15.2,15.2,15.2,15.2,15.2,15.2
74716918,1,173.0,173.0,173.0,173.0,173.0,173.0
74709077,1,10.2,10.2,10.2,10.2,10.2,10.2
66464409,7,57.0,0.2,0.7000000000000001,1.6,7.9,38.0
277984366,3,14.4,0.3,0.44999999999999996,0.6,7.05,13.5
106042595,4,95.00000000000001,3.4,10.15,13.8,27.4,64.0
33013552,187,1456.3,0.1,0.4,1.2,3.6500000000000004,730.0
43684632,120,9544.8,0.2,2.0,7.35,27.25,3626.0
57271785,4,1207.8999999999999,0.9,1.05,3.0,303.925,1201.0
121168851,1,69.0,69.0,69.0,69.0,69.0,69.0
48984158,68,3346.3000000000006,0.1,1.05,2.1,12.624999999999998,2458.0
197328486,4,116.5,1.9,9.174999999999999,23.3,43.25,68.0
167153680,1,195.0,195.0,195.0,195.0,195.0,195.0
76767,20,1227.0,0.4,3.475,14.05,35.0,365.0
152497084,21,1065.2,0.4,1.6,8.9,21.0,845.0
107346769,3,19.0,1.7,4.55,7.4,8.65,9.9
149384813,1,6.9,6.9,6.9,6.9,6.9,6.9
158620881,6,119.39999999999999,0.1,1.0750000000000002,4.25,15.15,92.0
106066141,2,13.2,5.7,6.15,6.6,7.05,7.5
94269421,54,913.9000000000001,0.1,3.1,7.35,17.725,225.0
153428440,1,110.0,110.0,110.0,110.0,110.0,110.0
174033209,2,90.0,12.0,28.5,45.0,61.5,78.0
26897314,1,25.0,25.0,25.0,25.0,25.0,25.0
181070203,6,41.00000000000001,0.3,1.2750000000000001,5.15,9.4,19.6
15382030,1,18.8,18.8,18.8,18.8,18.8,18.8
148546383,1,116.0,116.0,116.0,116.0,116.0,116.0
217574533,2,5.0,2.3,2.4,2.5,2.6000000000000005,2.7
241742834,2,5.2,0.9,1.75,2.6,3.4499999999999997,4.3
181549899,2,38.9,1.9,10.675,19.45,28.225,37.0
137939290,1,50.0,50.0,50.0,50.0,50.0,50.0
201022896,4,605.3,0.3,0.825,95.0,245.5,415.0
58316550,3,39.5,0.2,0.25,0.3,19.65,39.0
122798021,26,1307.0000000000002,0.1,1.55,4.4,16.475,1001.0
213022303,4,8.5,0.1,0.32500000000000007,0.8500000000000001,2.6500000000000004,6.7
269058144,1,6.2,6.2,6.2,6.2,6.2,6.2
61289147,1,8.5,8.5,8.5,8.5,8.5,8.5
106901665,2,23.8,2.8,7.35,11.9,16.45,21.0
84318201,9,126.80000000000001,0.1,9.3,11.6,23.0,27.0
33706322,40,150.5,0.1,0.45,1.0,2.35,44.0
274581452,1,7.0,7.0,7.0,7.0,7.0,7.0
138918389,1,153.0,153.0,153.0,153.0,153.0,153.0
100057229,4,43.3,6.7,8.125,8.649999999999999,11.35,19.3
31764594,1,5.7,5.7,5.7,5.7,5.7,5.7
231103175,1,16.7,16.7,16.7,16.7,16.7,16.7
250054424,3,25.8,0.3,1.4,2.5,12.75,23.0
121808566,3,18.299999999999997,3.3,4.6,5.9,7.5,9.1
297455922,1,7.1,7.1,7.1,7.1,7.1,7.1
95531306,16,474.59999999999997,0.3,7.500000000000001,11.3,31.25,222.0
151038065,1,225.0,225.0,225.0,225.0,225.0,225.0
136788043,1,17.5,17.5,17.5,17.5,17.5,17.5
153144971,5,1029.1,6.5,6.7,9.4,15.5,991.0
7163917,7,64.2,0.7,3.65,5.7,8.75,33.0
102552233,12,190.2,0.1,2.5999999999999996,11.05,17.275,66.0
193486352,17,22.8,0.1,0.2,0.7,1.3,8.3
152552195,1,8.9,8.9,8.9,8.9,8.9,8.9
221134306,1,796.0,796.0,796.0,796.0,796.0,796.0
244563268,1,132.0,132.0,132.0,132.0,132.0,132.0
5689496,1,9.9,9.9,9.9,9.9,9.9,9.9
209626174,1,33.0,33.0,33.0,33.0,33.0,33.0
226095163,1,7.6,7.6,7.6,7.6,7.6,7.6
166823535,1,202.0,202.0,202.0,202.0,202.0,202.0
50769696,25,1777.8999999999999,0.3,6.3,13.6,137.0,264.0
155277811,1,33.0,33.0,33.0,33.0,33.0,33.0
63965791,8,901.3,3.2,8.075,15.6,119.75,472.0
155155363,3,8.6,0.5,1.25,2.0,4.05,6.1
93301496,1,175.0,175.0,175.0,175.0,175.0,175.0
216023925,4,42.199999999999996,0.4,0.4,0.4,10.55,41.0
252282604,1,136.0,136.0,136.0,136.0,136.0,136.0
154730370,40,1698.6999999999998,0.1,1.0750000000000002,4.55,16.775,936.0
30042027,15,624.0,0.3,1.75,8.9,30.0,215.0
172417199,1,10.9,10.9,10.9,10.9,10.9,10.9
180648547,4,38.2,0.6,2.5500000000000003,3.8000000000000003,10.8,30.0
59529444,15,257.90000000000003,0.2,0.8500000000000001,7.6,14.85,126.0
63750749,2,23.6,10.8,11.3,11.8,12.3,12.8
209131025,1,26.0,26.0,26.0,26.0,26.0,26.0
93950791,1,5720.0,5720.0,5720.0,5720.0,5720.0,5720.0
278678644,1,60.0,60.0,60.0,60.0,60.0,60.0
129704982,2,145.6,2.6,37.7,72.8,107.9,143.0
167785065,5,505.2,3.2,22.0,77.0,104.0,299.0
247912887,17,212.8,0.2,0.8,3.6,8.2,60.0
234950941,2,116.0,1.0,29.5,58.0,86.5,115.0
148674157,37,379.1,0.3,1.5,4.7,13.3,72.0
234929278,4,882.5,0.6,6.075000000000001,50.95,265.5,780.0
15415372,18,5331.700000000001,0.2,6.525,36.0,456.25,1400.0
215542922,2,16.3,6.5,7.325,8.15,8.975000000000001,9.8
101731521,4,15.9,0.2,0.27499999999999997,0.85,4.55,14.0
199805188,3,9.799999999999999,0.1,0.15000000000000002,0.2,4.85,9.5
228649481,5,110.2,0.2,0.2,4.6,5.2,100.0
90726321,3,92.9,0.6,7.95,15.3,46.15,77.0
71865634,1,68.0,68.0,68.0,68.0,68.0,68.0
33993318,2,20.6,9.6,9.95,10.3,10.65,11.0
65610147,10,505.7,1.0,12.350000000000001,34.0,57.5,189.0
147619919,1,5.3,5.3,5.3,5.3,5.3,5.3
200364872,1,20.0,20.0,20.0,20.0,20.0,20.0
86466985,9,2485.5,14.5,81.0,119.0,288.0,1136.0
184524833,1,471.0,471.0,471.0,471.0,471.0,471.0
92843672,3,175.39999999999998,0.2,0.2,0.2,87.6,175.0
52435421,7,133.79999999999998,0.4,2.0,5.3,32.05,60.0
191320556,1,41.0,41.0,41.0,41.0,41.0,41.0
128934005,2,9.600000000000001,2.2,3.5,4.800000000000001,6.1000000000000005,7.4
41205215,1,393.0,393.0,393.0,393.0,393.0,393.0
49413665,7,597.1,8.0,17.05,40.0,101.5,312.0
131023125,11,440.09999999999997,0.5,1.8499999999999999,7.2,14.899999999999999,301.0
202595940,1,6.4,6.4,6.4,6.4,6.4,6.4
152542298,3,37.9,3.5,5.45,7.4,17.2,27.0
217681801,1,18.9,18.9,18.9,18.9,18.9,18.9
242856576,1,203.0,203.0,203.0,203.0,203.0,203.0
159936874,1,56.0,56.0,56.0,56.0,56.0,56.0
301253133,1,149.0,149.0,149.0,149.0,149.0,149.0
119624572,2,13.600000000000001,3.8,5.3,6.800000000000001,8.3,9.8
163160256,1,138.0,138.0,138.0,138.0,138.0,138.0
145243748,28,591.0,0.2,4.425,9.15,30.25,157.0
145050295,1,71.0,71.0,71.0,71.0,71.0,71.0
116620161,1,115.0,115.0,115.0,115.0,115.0,115.0
123101539,45,1621.6,0.5,10.6,24.0,42.0,247.0
91912195,2,164.0,82.0,82.0,82.0,82.0,82.0
166119884,1,8.1,8.1,8.1,8.1,8.1,8.1
255750768,1,11.0,11.0,11.0,11.0,11.0,11.0
112216065,1,45.0,45.0,45.0,45.0,45.0,45.0
92663477,46,314.7,0.1,0.625,1.85,5.549999999999999,76.0
182175005,1,55.0,55.0,55.0,55.0,55.0,55.0
216303146,2,15.100000000000001,0.8,4.175000000000001,7.550000000000001,10.925,14.3
187928878,1,51.0,51.0,51.0,51.0,51.0,51.0
88290913,4,4043.4,0.6,1.5,51.4,1060.75,3940.0
219230362,1,14.9,14.9,14.9,14.9,14.9,14.9
33587126,1,11.0,11.0,11.0,11.0,11.0,11.0
59157389,10,1314.7,0.1,3.575,27.25,157.0,721.0
132111476,1,103.0,103.0,103.0,103.0,103.0,103.0
294785149,3,300.7,3.1,10.850000000000001,18.6,148.8,279.0
245422124,2,16.1,3.7,5.875,8.05,10.225000000000001,12.4
194794185,1,24.0,24.0,24.0,24.0,24.0,24.0
237857246,2,16.3,0.2,4.175000000000001,8.15,12.125000000000002,16.1
136891549,4,85.5,0.5,9.425,16.0,27.950000000000003,53.0
55522584,4,198.1,0.1,4.525,29.5,74.5,139.0
282096494,1,8.5,8.5,8.5,8.5,8.5,8.5
238048910,3,165.6,0.2,0.7999999999999999,1.4,82.7,164.0
21061921,140,2198.4,0.1,0.7,3.8499999999999996,13.475000000000001,452.0
307846753,1,25.0,25.0,25.0,25.0,25.0,25.0
215911849,2,114.7,6.7,32.025,57.35,82.675,108.0
242497886,1,5.6,5.6,5.6,5.6,5.6,5.6
97597061,1,6.8,6.8,6.8,6.8,6.8,6.8
273827660,1,64.0,64.0,64.0,64.0,64.0,64.0
130369238,14,708.0,0.1,4.275,22.5,50.5,303.0
167302978,3,37.6,9.4,10.850000000000001,12.3,14.100000000000001,15.9
278613910,2,61.2,3.2,16.9,30.6,44.3,58.0
134448504,1,6.9,6.9,6.9,6.9,6.9,6.9
144024725,1,206.0,206.0,206.0,206.0,206.0,206.0
89752173,3,16.5,0.2,1.4000000000000001,2.6,8.15,13.7
240401181,2,16.700000000000003,5.4,6.875000000000001,8.350000000000001,9.825000000000001,11.3
165742641,2,1773.2,6.2,446.4,886.6,1326.8,1767.0
209006754,4,17.7,0.2,2.375,4.95,7.0,7.6
106592046,6,1107.2999999999997,0.3,0.6,1.2,26.7,1069.0
134452836,1,12.4,12.4,12.4,12.4,12.4,12.4
206326595,1,38.0,38.0,38.0,38.0,38.0,38.0
171594027,1,65.0,65.0,65.0,65.0,65.0,65.0
86055705,138,1927.5000000000002,0.1,1.1500000000000001,5.35,12.649999999999999,243.0
184584285,2,84.7,2.7,22.525,42.35,62.175,82.0
198722652,9,283.80000000000007,0.2,0.6,1.0,1.3,277.0
204493190,7,5.6000000000000005,0.1,0.2,0.2,1.4500000000000002,2.0
20914736,3,193.0,2.3,2.5,2.7,95.35,188.0
78560022,17,30.3,0.1,0.3,0.9,1.5,15.1
231959681,1,211.0,211.0,211.0,211.0,211.0,211.0
58057627,48,1796.6,0.1,0.575,3.9000000000000004,19.049999999999997,557.0
119310413,27,52.0,0.1,0.6,0.9,2.85,10.0
49372322,3,601.0,72.0,134.5,197.0,264.5,332.0
141141039,1,99.0,99.0,99.0,99.0,99.0,99.0
267136496,1,375.0,375.0,375.0,375.0,375.0,375.0
95221376,1,206.0,206.0,206.0,206.0,206.0,206.0
33506449,1,11.8,11.8,11.8,11.8,11.8,11.8
298088734,1,120.0,120.0,120.0,120.0,120.0,120.0
182352880,1,9.0,9.0,9.0,9.0,9.0,9.0
293312087,3,71.39999999999999,2.1,3.7,5.3,34.65,64.0
166224568,15,338.9,0.4,1.6500000000000001,4.4,33.3,129.0
54507379,19,784.4,1.4,10.9,19.7,56.0,168.0
123627691,2,8.0,1.4,2.6999999999999997,4.0,5.299999999999999,6.6
183593307,1,16.9,16.9,16.9,16.9,16.9,16.9
89005236,9,2269.6,6.8,16.1,24.0,146.0,1499.0
169254022,4,5.1,0.5,0.5,0.9,1.675,2.8
293188300,1,32.0,32.0,32.0,32.0,32.0,32.0
196543616,1,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0
87223060,1,61.0,61.0,61.0,61.0,61.0,61.0
303398143,1,23.0,23.0,23.0,23.0,23.0,23.0
163533808,1,23.0,23.0,23.0,23.0,23.0,23.0
1834453,2,197.0,22.0,60.25,98.5,136.75,175.0
189921721,1,86.0,86.0,86.0,86.0,86.0,86.0
145980974,1,123.0,123.0,123.0,123.0,123.0,123.0
3449240,57,2038.8000000000002,0.2,1.0,3.9,20.0,618.0
293600797,5,9.3,0.2,0.2,1.4,2.5,5.0
66255019,73,1802.2,0.2,5.1,12.7,30.0,226.0
112474535,1,5.5,5.5,5.5,5.5,5.5,5.5
39037163,71,3825.1,0.2,3.95,16.1,39.5,1124.0
55426012,125,2093.0,0.1,1.4,4.9,14.6,213.0
187731882,3,62.8,1.6,9.9,18.2,30.6,43.0
208821410,5,80.3,0.1,1.7,2.5,22.0,54.0
285426740,1,23.0,23.0,23.0,23.0,23.0,23.0
109207860,5,728.7,0.1,0.9,5.7,61.0,661.0
233316747,1,6.0,6.0,6.0,6.0,6.0,6.0
25337857,18,1469.1,0.3,0.525,6.25,11.35,741.0
29777760,2,6.2,2.5,2.8,3.1,3.4000000000000004,3.7
150457019,1,75.0,75.0,75.0,75.0,75.0,75.0
197904909,21,408.29999999999995,0.2,0.3,0.9,3.4,214.0
29148231,3,174.79999999999998,0.2,8.9,17.6,87.3,157.0
191637518,6,463.8,0.4,1.85,3.55,140.4,269.0
188684779,3,7.000000000000001,0.2,1.6500000000000001,3.1,3.4000000000000004,3.7
93269664,1,12.3,12.3,12.3,12.3,12.3,12.3
309188905,2,6.8999999999999995,0.8,2.125,3.4499999999999997,4.7749999999999995,6.1
168135178,1,7.0,7.0,7.0,7.0,7.0,7.0
258503400,1,199.0,199.0,199.0,199.0,199.0,199.0
61003041,2,27.7,6.7,10.275,13.85,17.425,21.0
171691017,10,265.3,2.0,10.425,16.55,39.75,71.0
4877411,5,280.8,1.3,1.5,2.0,38.0,238.0
86623169,2,23.7,10.6,11.225,11.85,12.475,13.1
161338471,6,55.4,0.3,0.9000000000000001,2.3,3.6250000000000004,46.0
139746888,1,39.0,39.0,39.0,39.0,39.0,39.0
69434488,17,917.1,0.2,12.1,32.0,64.0,230.0
125145239,1,148.0,148.0,148.0,148.0,148.0,148.0
300248088,2,1775.0,887.0,887.25,887.5,887.75,888.0
45774794,36,545.7,0.3,1.675,6.25,17.950000000000003,123.0
36017955,2,88.8,6.8,25.6,44.4,63.2,82.0
180406842,2,17.0,1.0,4.75,8.5,12.25,16.0
242039522,1,20.0,20.0,20.0,20.0,20.0,20.0
170711828,2,12.9,5.4,5.925000000000001,6.45,6.975,7.5
266279128,1,30.0,30.0,30.0,30.0,30.0,30.0
145908178,6,1278.3,5.3,30.75,63.5,217.75,857.0
206193312,4,46.9,0.2,1.4749999999999999,9.35,19.6,28.0
298447605,1,125.0,125.0,125.0,125.0,125.0,125.0
35560181,1,8.1,8.1,8.1,8.1,8.1,8.1
180599430,1,5.8,5.8,5.8,5.8,5.8,5.8
128430362,2,6.1,0.1,1.575,3.05,4.525,6.0
222125122,1,54.0,54.0,54.0,54.0,54.0,54.0
27901693,7,42.300000000000004,0.6,3.0500000000000003,6.4,8.25,12.7
62633395,26,489.3,0.1,1.2,4.699999999999999,21.15,151.0
154458931,15,166.7,0.2,0.8,2.6,6.95,78.0
108007732,55,2220.0,0.1,1.9,6.8,31.5,1143.0
232099107,1,75.0,75.0,75.0,75.0,75.0,75.0
244163929,1,122.0,122.0,122.0,122.0,122.0,122.0
175026514,4,347.5,5.1,10.575000000000001,58.2,134.5,226.0
65398650,152,1384.1999999999998,0.1,2.275,4.65,11.2,188.0
180394356,2,12.4,4.7,5.45,6.2,6.95,7.7
221379737,1,67.0,67.0,67.0,67.0,67.0,67.0
22075531,3,799.1999999999999,0.4,1.5999999999999999,2.8,399.4,796.0
193226877,2,7.8999999999999995,0.3,2.125,3.9499999999999997,5.7749999999999995,7.6
28648610,5,30.2,0.2,1.0,2.7,5.3,21.0
166374827,2,1472.3,0.3,368.225,736.15,1104.075,1472.0
108575170,4,29.8,1.3,2.05,3.75,9.15,21.0
175711893,2,599.3,0.3,149.975,299.65,449.325,599.0
145320311,7,783.6,0.4,2.6,12.0,27.0,712.0
205730271,2,7.7,3.3,3.5749999999999997,3.85,4.125,4.4
127693647,1,56.0,56.0,56.0,56.0,56.0,56.0
121207655,3,65.2,0.2,0.6,1.0,32.5,64.0
57033787,7,308.5,5.3,12.600000000000001,37.0,60.0,121.0
125324040,2,2681.0,15.0,677.75,1340.5,2003.25,2666.0
106682261,2,9.9,0.6,2.7750000000000004,4.95,7.125000000000001,9.3
18109027,6,41.5,0.4,2.675,5.199999999999999,7.200000000000001,21.0
137460095,7,339.0,0.3,4.35,22.0,44.5,219.0
279637570,1,202.0,202.0,202.0,202.0,202.0,202.0
261857176,1,5.1,5.1,5.1,5.1,5.1,5.1
205965436,15,86.80000000000001,0.2,0.85,1.7,4.8,40.0
307062543,1,21.0,21.0,21.0,21.0,21.0,21.0
84054119,2,10.5,1.8,3.525,5.25,6.975,8.7
198913824,1,9.6,9.6,9.6,9.6,9.6,9.6
60984151,1,13.7,13.7,13.7,13.7,13.7,13.7
260499716,1,11.5,11.5,11.5,11.5,11.5,11.5
195406396,1,35.0,35.0,35.0,35.0,35.0,35.0
221553173,1,13.1,13.1,13.1,13.1,13.1,13.1
144580725,23,1824.9,0.4,0.8,1.8,10.35,1677.0
54568397,9,266.1,0.6,2.4,6.6,58.0,105.0
80128229,82,2801.3,0.2,1.2249999999999999,5.1,12.8,480.0
133794741,1,74.0,74.0,74.0,74.0,74.0,74.0
65575604,2,54.2,8.2,17.65,27.1,36.55,46.0
232766649,2,161.6,0.6,40.7,80.8,120.9,161.0
141197436,1,29.0,29.0,29.0,29.0,29.0,29.0
136139505,16,50.099999999999994,0.2,0.7750000000000001,1.45,3.1750000000000003,18.3
105586920,13,3909.8,0.2,1.8,3.9,22.0,3695.0
89623082,1,54.0,54.0,54.0,54.0,54.0,54.0
153643202,1,25.0,25.0,25.0,25.0,25.0,25.0
244706504,1,247.0,247.0,247.0,247.0,247.0,247.0
132917640,2,125.7,5.7,34.275,62.85,91.425,120.0
201280043,3,23.8,0.5,0.9,1.3,11.65,22.0
157080495,22,272.6,0.2,1.05,5.3,13.174999999999999,81.0
102048000,1,9.9,9.9,9.9,9.9,9.9,9.9
27873947,3,16.500000000000004,0.1,0.2,0.3,8.200000000000001,16.1
189866742,1,1213.0,1213.0,1213.0,1213.0,1213.0,1213.0
111728146,1,307.0,307.0,307.0,307.0,307.0,307.0
160288543,4,1583.0,52.0,160.0,231.0,466.75,1069.0
70780053,12,2501.3999999999996,0.3,0.7500000000000001,15.45,329.5,1077.0
209830063,3,158.5,0.6,0.75,0.9,78.95,157.0
138168089,1,16.5,16.5,16.5,16.5,16.5,16.5
218121619,6,8.4,0.3,0.39999999999999997,1.2,2.15,3.1
294424417,2,76.3,1.3,19.725,38.15,56.575,75.0
161084061,1,379.0,379.0,379.0,379.0,379.0,379.0
257256783,6,352.5,0.6,5.025,20.4,73.5,220.0
145368259,1,25.0,25.0,25.0,25.0,25.0,25.0
70408902,79,1103.3,0.1,0.6499999999999999,2.8,13.100000000000001,136.0
309213952,1,13.8,13.8,13.8,13.8,13.8,13.8
46055854,45,2211.8,0.1,2.7,11.7,37.0,406.0
151938509,4,33.8,0.6,1.4249999999999998,3.1,10.125,27.0
118446513,1,1989.0,1989.0,1989.0,1989.0,1989.0,1989.0
37422528,36,4582.6,0.2,0.475,2.4000000000000004,20.075000000000003,3416.0
119906029,1,38.0,38.0,38.0,38.0,38.0,38.0
152310454,1,811.0,811.0,811.0,811.0,811.0,811.0
193774881,1,21.0,21.0,21.0,21.0,21.0,21.0
224418566,2,179.9,3.9,46.925,89.95,132.975,176.0
120271188,1,44.0,44.0,44.0,44.0,44.0,44.0
56219610,23,940.2,0.4,5.35,17.4,45.5,309.0
284608638,1,6.3,6.3,6.3,6.3,6.3,6.3
251974333,2,52.6,1.6,13.95,26.3,38.65,51.0
70751383,2,54.2,1.2,14.15,27.1,40.05,53.0
109338714,1,52.0,52.0,52.0,52.0,52.0,52.0
162962869,1,17.9,17.9,17.9,17.9,17.9,17.9
155718820,24,543.4,0.1,1.1,8.45,29.0,137.0
285480540,1,14.0,14.0,14.0,14.0,14.0,14.0
114439892,1,335.0,335.0,335.0,335.0,335.0,335.0
