,num_user,playtime_total,playtime_000,playtime_p025,playtime_p050,playtime_p075,playtime_p100
Anno 1404,9,128.00000000000003,0.4,1.7,8.4,24.0,48.0
Men of War Red Tide,7,39.6,0.4,0.7,0.9,1.95,33.0
Theatre of War,2,11.5,0.2,2.975,5.75,8.525000000000002,11.3
The LEGO Movie - Videogame,13,462.8999999999999,0.2,3.9,18.2,21.0,266.0
The Adventures of Mr. Bobley,3,5.2,0.2,0.5,0.8,2.5,4.2
F.E.A.R. Extraction Point,5,38.5,3.6,4.1,4.2,5.6,21.0
Painkiller Recurring Evil,2,16.400000000000002,0.3,4.25,8.200000000000001,12.15,16.1
Chaser,2,8.5,1.9,3.0749999999999997,4.25,5.424999999999999,6.6
Quake 4,4,5.999999999999999,0.1,0.1,0.2,1.6,5.5
Saints Row Gat out of Hell,6,53.699999999999996,0.3,1.45,4.199999999999999,17.15,23.0
Wolfenstein The New Order German Edition,10,254.5,0.9,8.7,18.95,35.5,69.0
Sacred 3,6,156.5,0.9,1.6,4.95,10.399999999999999,133.0
Blood Knights,2,5.0,0.4,1.45,2.5,3.55,4.6
Daylight,2,6.6,1.0,2.15,3.3,4.449999999999999,5.6
Dungeons & Dragons Online,16,441.49999999999994,0.1,1.1749999999999998,7.199999999999999,37.5,195.0
Basement,3,69.7,0.2,0.35,0.5,34.75,69.0
Rise of Venice,6,26.499999999999996,1.9,2.2750000000000004,3.6,5.374999999999999,9.6
Disciples III Reincarnation,4,716.6,4.8,10.8,45.9,214.25,620.0
Copa Petrobras de Marcas,15,6.3,0.1,0.15000000000000002,0.2,0.3,1.9
Front Mission Evolved,7,57.3,1.4,3.3,5.8,8.25,27.0
Quake,8,25.5,0.1,0.24999999999999997,2.3499999999999996,4.475,9.6
Dwarfs!?,5,7.1,0.5,1.2,1.3,1.5,2.6
Madballs in...Babo Invasion,10,16.8,0.3,0.375,1.0,1.6749999999999998,7.7
The Ultimate DOOM,15,14.199999999999998,0.1,0.15000000000000002,0.3,1.1,5.1
Star Wars Jedi Knight Dark Forces II,10,69.7,0.1,0.22500000000000003,0.4,13.025000000000002,29.0
DiRT,2,8.0,0.6,2.3,4.0,5.700000000000001,7.4
Fairy Fencer F,4,104.2,1.2,17.55,28.0,36.5,47.0
Dead or Alive 5 Last Round,1,16.3,16.3,16.3,16.3,16.3,16.3
Fairy Bloom Freesia,6,45.2,1.2,2.825,7.35,11.875,14.6
Cherry Tree High I! My! Girls!,1,5.3,5.3,5.3,5.3,5.3,5.3
Borderlands 2 RU,20,961.3,0.5,11.225,26.0,38.25,502.0
Geometry Wars Retro Evolved,9,21.400000000000002,0.1,0.4,0.7,2.2,8.4
MXGP - The Official Motocross Videogame,2,18.9,1.9,5.675,9.45,13.225,17.0
Enemy Territory Quake Wars,1,7.0,7.0,7.0,7.0,7.0,7.0
Wallace & Gromit Ep 2 The Last Resort,1,15.4,15.4,15.4,15.4,15.4,15.4
Wallace & Gromit Ep 3 Muzzled!,1,12.7,12.7,12.7,12.7,12.7,12.7
Sam & Max 202 Moai Better Blues,1,8.1,8.1,8.1,8.1,8.1,8.1
Sam & Max 205 What's New Beelzebub?,1,6.1,6.1,6.1,6.1,6.1,6.1
Sam & Max 301 The Penal Zone,7,6.6,0.2,0.25,0.3,0.8,4.0
Rugby League Team Manager 2015,2,20.5,9.0,9.625,10.25,10.875,11.5
MLB Front Office Manager,3,95.9,2.3,3.9499999999999997,5.6,46.8,88.0
Lakeview Cabin Collection,4,25.099999999999998,0.2,0.49999999999999994,6.35,12.125,12.2
White Noise Online,2,9.0,2.4,3.4499999999999997,4.5,5.549999999999999,6.6
IL-2 Sturmovik 1946,9,36.800000000000004,0.2,0.8,3.5,4.2,15.5
Shadowgrounds Survivor,7,19.5,1.1,1.9,2.3,2.8499999999999996,6.6
Star Wolves,2,8.4,0.1,2.1500000000000004,4.2,6.250000000000001,8.3
STARWHAL,2,5.8,0.1,1.5,2.9,4.300000000000001,5.7
TowerFall Ascension,7,73.9,0.1,0.5,2.2,17.3,36.0
The Hat Man Shadow Ward,9,16.5,0.1,0.2,0.7,1.2,10.4
Apotheon Arena,7,6.300000000000001,0.1,0.15000000000000002,0.3,1.4500000000000002,2.7
Euro Truck Simulator,8,11.5,0.1,0.27499999999999997,0.44999999999999996,2.5500000000000003,4.2
WTFast Gamers Private Network (GPN),1,6.7,6.7,6.7,6.7,6.7,6.7
Saints Row IV Inauguration Station,7,7.1,0.1,0.35,0.9,1.4500000000000002,2.5
CubeGun,3,9.6,0.5,0.8,1.1,4.55,8.0
Ragnarok,8,11.299999999999999,0.2,0.4,0.5,1.875,5.2
Speedball 2 HD,6,24.400000000000002,0.3,2.0749999999999997,3.8,6.125,8.1
PixelJunk Monsters Ultimate,7,19.300000000000004,0.9,1.1,1.2,4.2,6.6
Victim of Xen,8,26.000000000000004,0.1,0.575,2.3,5.2250000000000005,8.9
Cossacks II Battle for Europe,3,10.5,1.1,1.5,1.9,4.7,7.5
Overture,2,15.4,2.5,5.1,7.7,10.3,12.9
Loadout Campaign Beta,19,101.6,0.2,0.4,1.1,11.2,16.7
Survivalist,4,52.800000000000004,0.6,0.9,2.1,14.4,48.0
All Is Dust,4,7.3,0.2,0.35000000000000003,1.0,2.475,5.1
Castle In The Darkness,1,10.6,10.6,10.6,10.6,10.6,10.6
Deadly 30,3,8.100000000000001,1.2,1.35,1.5,3.45,5.4
ShootMania Storm,2,41.0,2.0,11.25,20.5,29.75,39.0
Bridge Constructor,6,21.1,0.2,1.35,2.1500000000000004,2.3499999999999996,13.1
DuckTales Remastered,5,22.000000000000004,0.3,0.8,2.0,8.5,10.4
Pro Evolution Soccer 2016,3,164.0,45.0,47.5,50.0,59.5,69.0
Emergency 2012,1,46.0,46.0,46.0,46.0,46.0,46.0
Call to Arms,3,75.2,5.2,18.1,31.0,35.0,39.0
Cities XL 2011,7,76.1,0.3,1.4,6.5,9.25,48.0
theHunter Primal,4,85.9,0.9,3.675,7.0,24.8,71.0
"Warhammer 40,000 Dawn of War  Soulstorm",25,313.19999999999993,0.4,3.2,8.7,23.0,36.0
Emergency 2013,2,20.7,3.3,6.824999999999999,10.35,13.874999999999998,17.4
Command and Conquer 3 Tiberium Wars,18,167.1,0.1,1.5,6.800000000000001,11.649999999999999,40.0
Cossacks II Napoleonic Wars,5,9.0,0.1,0.1,0.6,2.1,6.1
"Warhammer 40,000 Dawn of War  Winter Assault",15,65.2,0.1,0.5,0.9,6.0,19.9
Dungeons & Dragons Daggerdale,5,16.1,0.2,0.3,3.0,3.3,9.3
Unreal Tournament 2004,11,46.3,0.2,1.0,2.0,6.85,12.7
Command and Conquer 3 Kane's Wrath,12,137.79999999999998,0.1,2.075,10.05,18.65,33.0
Eternal Silence,9,7.9,0.2,0.2,0.4,1.8,2.1
Missing Translation,4,6.1,0.9,1.05,1.5,1.9749999999999999,2.2
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,2,15.5,7.5,7.625,7.75,7.875,8.0
Spore Creepy & Cute Parts Pack,11,91.7,0.2,0.6,1.2,4.949999999999999,66.0
Max Payne,16,81.10000000000001,0.1,0.4,1.15,4.6,31.0
MEDIEVAL Total War - Gold Edition,3,37.900000000000006,3.7,8.95,14.2,17.1,20.0
Platypus,2,6.1000000000000005,0.9,1.975,3.0500000000000003,4.125,5.2
Strike Suit Infinity,8,33.1,0.1,0.3,0.7,2.4000000000000004,25.0
Cossacks European Wars,2,7.0,1.5,2.5,3.5,4.5,5.5
Stealth Bastard Deluxe,13,28.900000000000002,0.2,0.8,1.3,2.0,8.4
Knights of Honor,6,238.79999999999998,0.6,6.85,20.55,35.0,155.0
Virtua Tennis 4,2,5.0,0.6,1.55,2.5,3.45,4.4
Dawn of Discovery - Venice,6,219.1,0.1,11.25,32.0,43.0,104.0
Patrician IV Rise of a Dynasty,3,74.4,17.4,22.2,27.0,28.5,30.0
State of Decay Year-One,2,17.8,1.6,5.25,8.9,12.549999999999999,16.2
Pandora First Contact,2,23.1,7.8,9.675,11.55,13.425,15.3
PAC-MAN Championship Edition DX+,13,41.2,0.2,0.4,0.5,2.7,24.0
Patrician IV Steam Special Edition,7,112.6,0.2,0.8,1.8,24.0,61.0
STORM Frontline Nation,5,747.4,0.8,1.0,5.6,275.0,465.0
NEKOPARA Vol. 1,9,44.199999999999996,0.4,1.6,2.8,9.9,12.7
Go! Go! Nippon! ~My First Trip to Japan~,5,16.2,0.5,1.5,3.2,3.7,7.3
If My Heart Had Wings,2,26.5,0.5,6.875,13.25,19.625,26.0
Damned,10,24.900000000000002,0.2,0.45,1.65,3.9749999999999996,7.2
Back to Dinosaur Island ,4,10.1,0.1,0.1,0.1,2.5250000000000004,9.8
Revolution Ace,10,16.3,0.1,0.3,0.75,2.8249999999999997,5.2
NBA 2K13,6,304.7,1.5,19.65,59.0,75.25,98.0
Skyscraper Simulator,2,27.2,0.2,6.9,13.6,20.3,27.0
Automation - The Car Company Tycoon Game,2,12.4,5.5,5.85,6.2,6.550000000000001,6.9
Lunar Flight,6,15.5,0.3,0.8,2.35,4.125,5.5
Universe Sandbox ,7,19.3,0.7,1.25,1.9,4.1,6.0
Kinetic Void,3,6.1,0.6,1.4000000000000001,2.2,2.75,3.3
The Fifth Day,2,12.9,2.1,4.275,6.45,8.625000000000002,10.8
Day One Garry's Incident,4,6.1,0.9,0.975,1.3,1.85,2.6
Keep Talking and Nobody Explodes,9,36.6,0.2,1.9,4.0,4.3,9.6
Trine 3 The Artifacts of Power,5,45.2,0.7,2.6,9.4,12.5,20.0
Adventures of Shuggy,5,9.0,0.1,0.1,1.0,1.9,5.9
F1 Race Stars,3,18.4,2.7,3.6,4.5,7.85,11.2
The Amazing Spider-Man 2,4,68.9,1.2,6.9750000000000005,9.350000000000001,19.6,49.0
Darkspore,6,151.0,0.6,7.725,18.450000000000003,19.875,89.0
Q.U.B.E.,3,9.400000000000002,0.3,0.55,0.8,4.550000000000001,8.3
The Path,7,13.299999999999999,0.2,0.55,1.5,2.1,6.3
Gish,13,13.900000000000002,0.1,0.3,0.7,1.9,2.5
Flight Control HD,4,7.9,0.2,1.0250000000000001,1.85,2.8,4.0
Aquaria,7,30.0,0.1,0.2,0.3,0.6,28.0
Bunch Of Heroes,10,8.0,0.1,0.32499999999999996,0.6499999999999999,0.975,2.1
Silent Hunter III,6,23.700000000000003,0.9,1.7249999999999999,2.7,2.8499999999999996,13.1
KnightShift,5,15.6,0.2,0.4,0.7,1.4,12.9
Zack Zero,3,21.099999999999998,0.4,0.55,0.7,10.35,20.0
Urban Trial Freestyle,7,11.5,0.1,0.4,1.3,2.6,4.1
Unreal Tournament Game of the Year Edition,11,289.5,0.4,0.7,2.0,14.9,222.0
Freedom Force,6,9.0,0.1,0.32499999999999996,0.65,1.8000000000000003,5.2
Boson X,6,28.2,0.7,1.25,2.1,3.0999999999999996,18.9
H1Z1 Test Server,9,197.2,0.1,0.2,0.4,2.1,191.0
Quantum of Solace,2,24.4,1.4,6.8,12.2,17.6,23.0
Space Quest Collection,3,24.0,0.5,1.0,1.5,11.75,22.0
Dreamfall The Longest Journey,2,10.899999999999999,0.2,2.8249999999999997,5.449999999999999,8.075,10.7
Grand Theft Auto 2,6,15.699999999999998,0.1,0.125,0.2,0.425,14.6
Nevermind,1,36.0,36.0,36.0,36.0,36.0,36.0
A Story About My Uncle,4,13.6,0.7,1.5999999999999999,2.4,4.199999999999999,8.1
Perpetuum,4,1603.9,0.5,12.424999999999999,19.2,407.75,1565.0
Mafia,4,34.6,1.3,2.05,7.6,14.200000000000001,18.1
Blades of Time,6,48.699999999999996,0.1,1.45,2.25,9.5,31.0
Alien Rage - Unlimited,5,14.4,0.4,0.8,0.9,2.7,9.6
From The Depths,2,73.0,31.0,33.75,36.5,39.25,42.0
Shattered Horizon,12,62.79999999999999,0.1,0.2,1.6,6.025,25.0
TIS-100,2,12.7,4.7,5.525,6.35,7.175,8.0
Pro Cycling Manager 2013,3,323.0,48.0,55.0,62.0,137.5,213.0
Deadly Premonition The Director's Cut,4,11.6,0.6,0.6,2.55,4.85,5.9
RPG MO,8,22.9,0.2,0.27499999999999997,0.4,4.35,11.6
Prince of Persia Warrior Within,3,25.099999999999998,4.7,6.449999999999999,8.2,10.2,12.2
12 Labours of Hercules III Girl Power,3,19.6,3.3,3.85,4.4,8.15,11.9
Hero of the Kingdom,3,13.7,3.1,3.1500000000000004,3.2,5.300000000000001,7.4
Burn Zombie Burn,3,5.4,0.1,1.35,2.6,2.6500000000000004,2.7
All Zombies Must Die!,3,13.3,2.6,2.9000000000000004,3.2,5.35,7.5
Eternal Senia,6,11.3,0.3,0.375,0.6,3.5999999999999996,4.9
Avernum Escape From the Pit,3,257.0,25.0,47.5,70.0,116.0,162.0
Dungeons 2,6,86.9,4.7,9.424999999999999,14.0,20.225,24.0
"Warhammer 40,000 Kill Team",3,7.2,0.7,0.9,1.1,3.25,5.4
Scania Truck Driving Simulator,9,19.599999999999998,0.1,0.5,0.9,2.8,6.3
Waking Mars,10,41.40000000000001,0.2,0.5,1.2999999999999998,6.6,14.8
Supreme Ruler Cold War,3,450.4,0.4,19.2,38.0,225.0,412.0
Build-A-Lot 4,1,97.0,97.0,97.0,97.0,97.0,97.0
Democracy 2,3,78.60000000000001,0.4,2.3000000000000003,4.2,39.1,74.0
Hotel Giant 2,1,44.0,44.0,44.0,44.0,44.0,44.0
Comanche 4,1,22.0,22.0,22.0,22.0,22.0,22.0
Build-A-Lot,1,8.9,8.9,8.9,8.9,8.9,8.9
Pride of Nations,1,5.3,5.3,5.3,5.3,5.3,5.3
Build-A-Lot 2,1,5.2,5.2,5.2,5.2,5.2,5.2
Professional Farmer 2014,3,32.8,1.8,7.2,12.6,15.5,18.4
Petz Horsez 2,1,17.0,17.0,17.0,17.0,17.0,17.0
Distant Worlds Universe,1,132.0,132.0,132.0,132.0,132.0,132.0
Zombie Shooter 2,3,10.700000000000001,0.1,0.7000000000000001,1.3,5.300000000000001,9.3
Uncharted Waters Online,1,181.0,181.0,181.0,181.0,181.0,181.0
East India Company,1,50.0,50.0,50.0,50.0,50.0,50.0
The Age of Decadence,1,47.0,47.0,47.0,47.0,47.0,47.0
Naval War Arctic Circle,1,27.0,27.0,27.0,27.0,27.0,27.0
PT Boats Knights of the Sea,1,11.3,11.3,11.3,11.3,11.3,11.3
East India Company Pirate Bay,1,5.8,5.8,5.8,5.8,5.8,5.8
Aion,4,41.4,0.2,5.825,10.1,14.625,21.0
DARK,2,13.8,3.0,4.95,6.9,8.850000000000001,10.8
Postal 3,3,7.2,0.3,0.9500000000000001,1.6,3.45,5.3
Overlord Raising Hell,8,129.59999999999997,0.5,3.2499999999999996,10.649999999999999,20.5,57.0
Crysis 2,7,156.4,2.0,2.7,18.0,35.0,61.0
Peggle Extreme,5,15.6,0.2,0.5,0.6,0.8,13.5
Batman Arkham Asylum,6,128.4,0.2,2.725,5.8,35.875,69.0
Dig or Die,3,21.0,1.2,4.2,7.2,9.9,12.6
Contrast,2,8.2,3.5,3.8,4.1,4.4,4.7
3DMark Vantage,1,21.0,21.0,21.0,21.0,21.0,21.0
Piercing Blow,8,24.199999999999996,0.1,0.45,0.95,3.775,10.1
Cricket Captain 2014,2,28.2,5.2,9.65,14.1,18.55,23.0
To End All Wars,2,20.1,4.8,7.425,10.05,12.675,15.3
Bridge Project,6,8.799999999999999,0.2,0.425,1.1,1.475,4.6
Master Levels for DOOM II,4,8.9,0.2,0.27499999999999997,0.55,2.5,7.6
Arma Tactics,5,9.7,0.8,1.0,1.7,2.8,3.4
Blitzkrieg Anthology,3,8.5,0.8,1.65,2.5,3.85,5.2
The Four Kings Casino and Slots,8,23.8,0.2,0.37500000000000006,1.4,4.775,8.8
SpellForce Platinum Edition,3,33.9,0.2,2.45,4.7,16.85,29.0
Sparkle 2 Evo,9,14.5,0.2,0.5,1.1,2.0,4.1
TimeShift,3,12.9,0.2,1.55,2.9,6.3500000000000005,9.8
Doorways Prelude,3,8.3,1.7,2.2,2.7,3.3,3.9
Slender The Arrival,12,36.8,0.2,0.5,1.25,5.0,11.5
Arx Fatalis,5,62.3,0.1,0.6,0.8,5.8,55.0
Ghost in the Shell Stand Alone Complex First Assault Online,2,7.4,0.7,2.2,3.7,5.2,6.7
X2 The Threat,6,169.0,0.1,0.39999999999999997,2.6,5.175000000000001,158.0
TrackMania Valley,4,119.5,1.3,4.45,9.6,35.025,99.0
Blood Bowl 2,6,247.70000000000002,1.6,5.175,14.15,22.0,191.0
Empires,5,780.5,0.4,1.3,12.9,17.9,748.0
Gang Beasts,9,118.5,0.1,1.8,5.7,16.7,56.0
Shelter 2,3,9.200000000000001,0.9,2.25,3.6,4.15,4.7
Cubemen 2,2,15.0,3.9,5.699999999999999,7.5,9.299999999999999,11.1
BlazBlue Continuum Shift Extend,3,233.8,2.9,3.9000000000000004,4.9,115.45,226.0
Lugaru HD ,4,7.8,0.3,0.45,0.9,2.4000000000000004,5.7
Star Wars - Jedi Knight Mysteries of the Sith,2,15.0,0.2,3.85,7.5,11.150000000000002,14.8
BRAINPIPE A Plunge to Unhumanity,3,5.6,0.1,0.15000000000000002,0.2,2.75,5.3
Galcon Fusion,4,7.8,0.1,0.17500000000000002,0.5,2.2750000000000004,6.7
Ship Simulator Extremes,3,46.3,1.4,1.65,1.9,22.45,43.0
BookWorm Adventures Volume 2,2,120.5,13.5,36.875,60.25,83.625,107.0
Destination Sol,4,9.0,0.2,0.95,1.4,2.7,6.0
Nightbanes,3,297.0,31.0,47.5,64.0,133.0,202.0
FIFA Manager 09,1,411.0,411.0,411.0,411.0,411.0,411.0
Chains,6,15.5,0.1,0.35,1.25,5.225,6.3
Lost Horizon,3,55.9,1.9,13.45,25.0,27.0,29.0
Secret Files Tunguska,2,8.8,0.9,2.6500000000000004,4.4,6.15,7.9
King's Bounty The Legend,9,107.2,0.2,1.7,5.7,15.0,42.0
The Dark Eye Chains of Satinav,3,19.8,0.2,0.35,0.5,9.8,19.1
Star Traders 4X Empires,1,8.4,8.4,8.4,8.4,8.4,8.4
Enemy Front,5,57.099999999999994,0.5,1.8,8.1,18.7,28.0
The Kings' Crusade,2,8.5,2.7,3.4750000000000005,4.25,5.0249999999999995,5.8
The Guild Gold Edition,3,7.0,0.3,0.35,0.4,3.35,6.3
Legend of Dungeon Masters,3,41.4,0.2,0.2,0.2,20.6,41.0
Street Fighter X Tekken,4,17.9,0.4,3.025,4.0,5.449999999999999,9.5
Space Run,8,36.6,0.9,2.4250000000000003,3.1500000000000004,4.275,15.8
Indie Game The Movie,7,22.1,0.1,1.75,3.2,4.9,5.5
A Valley Without Wind,6,6.699999999999999,0.4,0.9750000000000001,1.2,1.2750000000000001,1.7
Gemini Rue,6,18.5,0.4,0.825,1.45,5.2250000000000005,8.1
ENSLAVED Odyssey to the West Premium Edition,6,17.6,0.2,0.42500000000000004,0.65,1.0999999999999999,14.5
Breach & Clear,4,7.6,0.2,0.35000000000000003,1.4,2.9499999999999997,4.6
Closure,7,23.1,0.1,0.35,0.9,2.75,15.9
Pro Cycling Manager 2014,2,355.0,63.0,120.25,177.5,234.75,292.0
Pro Cycling Manager 2015,3,82.7,5.7,17.35,29.0,38.5,48.0
TrackMania United,6,50.1,0.4,0.7749999999999999,1.85,3.8999999999999995,41.0
The Walking Dead Survival Instinct,1,7.3,7.3,7.3,7.3,7.3,7.3
18 Wheels of Steel American Long Haul,1,5.8,5.8,5.8,5.8,5.8,5.8
Two Worlds II Castle Defense,3,6.0,0.2,0.5,0.8,2.9,5.0
Why So Evil,5,61.5,1.9,3.8,5.8,23.0,27.0
FINAL FANTASY XIII-2,10,122.0,0.8,1.5499999999999998,4.0,21.4,43.0
Sherlock Holmes Crimes and Punishments,5,62.5,2.6,4.4,7.5,18.0,30.0
Sherlock Holmes versus Jack the Ripper,2,25.200000000000003,11.3,11.950000000000001,12.600000000000001,13.25,13.9
Farm for your Life,2,18.5,8.0,8.625,9.25,9.875,10.5
Nancy Drew The Captive Curse,1,7.4,7.4,7.4,7.4,7.4,7.4
Nancy Drew The Deadly Device,2,16.6,6.1,7.199999999999999,8.3,9.4,10.5
Nancy Drew Ghost of Thornton Hall,2,11.0,4.8,5.1499999999999995,5.5,5.8500000000000005,6.2
Serena,6,6.0,0.2,0.44999999999999996,1.2,1.5,1.6
Soccer Manager 2015,9,64.3,0.1,0.2,1.1,2.2,54.0
Commander Keen Complete Pack,3,3.4000000000000004,0.1,0.8500000000000001,1.6,1.65,1.7
DOOM 3 Resurrection of Evil,5,13.599999999999998,0.2,0.2,0.2,0.3,12.7
Out of the Park Baseball 15,4,549.1999999999999,0.4,2.9499999999999997,15.9,150.25,517.0
Out of the Park Baseball 16,2,660.8,8.8,169.6,330.4,491.2,652.0
Mini Metro,6,106.2,0.3,2.625,12.8,34.0,40.0
Air Conflicts Pacific Carriers,2,5.8999999999999995,0.1,1.525,2.9499999999999997,4.375,5.8
Soul Gambler,3,51.5,0.7,1.75,2.8,25.4,48.0
Ship Simulator Maritime Search and Rescue,1,6.5,6.5,6.5,6.5,6.5,6.5
Age of Wonders 2,2,63.2,0.2,15.9,31.6,47.3,63.0
Dungeon Souls,2,92.4,2.4,24.3,46.2,68.1,90.0
FootLOL Epic Fail League,6,15.2,0.1,0.325,1.0,3.175,9.1
Hearts of Iron II Complete,3,182.6,4.2,9.3,14.4,89.2,164.0
Towns,6,64.2,0.1,0.39999999999999997,0.9,6.275,54.0
iBomber Defense,2,11.100000000000001,4.4,4.9750000000000005,5.550000000000001,6.125,6.7
140,5,6.3,0.4,1.2,1.2,1.5,2.0
FortressCraft Evolved,4,8.7,0.1,0.4,0.9,2.675,6.8
SimpleRockets,1,25.0,25.0,25.0,25.0,25.0,25.0
How To Survive Third Person,4,5.2,0.2,0.425,0.95,1.8249999999999997,3.1
Painkiller Black Edition,3,16.7,1.5,1.65,1.8,7.6000000000000005,13.4
Stonehearth,6,43.8,0.9,2.45,5.75,9.95,18.7
DUNGEONS - The Dark Lord (Steam Special Edition),5,27.1,0.2,1.2,3.6,7.1,15.0
Mordheim City of the Damned,2,33.6,2.6,9.7,16.8,23.9,31.0
Rising World,2,12.5,1.8,4.025,6.25,8.474999999999998,10.7
FlatOut,8,8.7,0.1,0.24999999999999997,0.6,1.2249999999999999,3.5
Silent Hill Homecoming,4,11.3,0.8,1.85,3.1,4.075,4.3
Eldritch,4,22.1,0.3,0.5999999999999999,2.0,6.925,17.8
Mutant Mudds Deluxe,2,169.9,14.9,49.925,84.95,119.975,155.0
Sid Meier's Ace Patrol,7,77.0,0.1,3.9,9.4,11.350000000000001,37.0
Bad Hotel,1,10.0,10.0,10.0,10.0,10.0,10.0
Super Sanctum TD,4,19.1,1.0,1.0750000000000002,4.6,8.299999999999999,8.9
Lilly Looking Through,1,7.5,7.5,7.5,7.5,7.5,7.5
Space Farmers,4,9.700000000000001,0.4,0.9999999999999999,1.25,2.675,6.8
Jack Lumber,3,17.8,2.4,4.25,6.1,7.7,9.3
NyxQuest,2,12.0,4.1,5.05,6.0,6.950000000000001,7.9
TypeRider,4,10.5,1.2,2.55,3.05,3.125,3.2
Major Mayhem,3,12.799999999999999,1.6,2.3,3.0,5.6,8.2
War of the Human Tanks,3,6.300000000000001,0.4,1.2,2.0,2.95,3.9
Strong Bad Episode 1 Homestar Ruiner,3,10.5,0.6,1.75,2.9,4.95,7.0
fault milestone one,1,5.4,5.4,5.4,5.4,5.4,5.4
Shadowgate,4,99.2,0.9,1.4250000000000003,5.6499999999999995,29.025,87.0
Jade Empire Special Edition,4,69.8,0.7,1.5250000000000001,9.05,24.975,51.0
R.B.I. Baseball 15,1,21.0,21.0,21.0,21.0,21.0,21.0
FIFA Manager 11,1,229.0,229.0,229.0,229.0,229.0,229.0
Cities XL,2,5.4,1.8,2.25,2.7,3.1500000000000004,3.6
99 Levels To Hell,5,6.9,0.1,0.2,0.3,0.9,5.4
Emergency 5 - Deluxe Edition,1,25.0,25.0,25.0,25.0,25.0,25.0
Frontline Tactics,6,135.4,0.1,0.32499999999999996,0.55,0.8500000000000001,133.0
Anno Online,7,743.6,0.1,0.75,0.9,42.05,657.0
Lethal League,12,26.8,0.1,0.7000000000000001,1.4,3.175,6.4
Cossacks Back to War,4,39.5,0.6,2.6999999999999997,3.95,11.125,31.0
Foreign Legion Buckets of Blood,5,11.2,0.2,0.4,0.4,0.7,9.5
Planetbase,8,33.1,1.1,1.725,2.6,4.2250000000000005,14.0
Dragon Quest Heroes,2,13.899999999999999,2.2,4.575,6.949999999999999,9.325,11.7
Heroes of Might & Magic V Tribes of the East,5,418.9,0.2,3.6,7.1,35.0,373.0
Anno 2205,1,22.0,22.0,22.0,22.0,22.0,22.0
Grand Ages Rome,3,32.6,4.0,6.5,9.0,14.3,19.6
Age of Wonders Shadow Magic,2,35.8,16.0,16.95,17.9,18.85,19.8
Hacknet,4,13.0,0.7,1.3,3.05,5.0,6.2
Hospital Tycoon,4,7.4,0.6,1.1999999999999997,1.95,2.6,2.9
Software Inc.,5,69.3,3.0,9.8,15.0,17.5,24.0
WRC 5,1,2.2,2.2,2.2,2.2,2.2,2.2
Rise of Flight United,5,6.1000000000000005,0.5,0.7,0.7,1.2,3.0
Viridi,5,18.099999999999998,0.2,0.3,0.5,1.4,15.7
Lifeless Planet,5,56.7,0.1,1.4,3.5,4.7,47.0
You Must Build A Boat,1,32.0,32.0,32.0,32.0,32.0,32.0
Triple Town,1,21.0,21.0,21.0,21.0,21.0,21.0
Tap Heroes,2,22.6,1.6,6.45,11.3,16.15,21.0
The Albino Hunter,3,22.7,2.6,3.0,3.4,10.049999999999999,16.7
Antisquad,1,16.2,16.2,16.2,16.2,16.2,16.2
Gravity Badgers,1,14.9,14.9,14.9,14.9,14.9,14.9
Why So Evil 2 Dystopia,3,17.3,0.6,1.5,2.4,8.35,14.3
Point Perfect,1,14.0,14.0,14.0,14.0,14.0,14.0
Bardbarian,2,13.899999999999999,1.2,4.074999999999999,6.949999999999999,9.825,12.7
Beyond Space,1,12.6,12.6,12.6,12.6,12.6,12.6
The Lady,1,10.8,10.8,10.8,10.8,10.8,10.8
Angels of Fasaria Version 2.0,1,9.9,9.9,9.9,9.9,9.9,9.9
Chronicles of a Dark Lord Episode 1 Tides of Fate Complete,2,9.899999999999999,0.7,2.8249999999999997,4.949999999999999,7.074999999999999,9.2
Boid,1,8.9,8.9,8.9,8.9,8.9,8.9
The Detail,2,11.2,2.3,3.95,5.6,7.250000000000001,8.9
Camera Obscura,4,20.1,0.2,0.6500000000000001,4.800000000000001,9.175,10.3
Absconding Zatwor,2,22.2,8.2,9.649999999999999,11.1,12.55,14.0
The Adventures of Tree,1,6.5,6.5,6.5,6.5,6.5,6.5
Quest of Dungeons,3,8.7,1.1,1.3,1.5,3.8,6.1
Ichi,2,8.2,2.3,3.2,4.1,5.000000000000001,5.9
Borealis,4,7.300000000000001,0.4,0.475,0.75,2.1,5.4
Despair,4,21.700000000000003,2.5,2.8,4.15,6.775,10.9
Robotex,4,20.599999999999998,2.7,3.2249999999999996,4.4,6.325000000000001,9.1
Starlaxis Supernova Edition,2,14.0,4.7,5.8500000000000005,7.0,8.15,9.3
Paranormal State Poison Spring Collector's Edition,2,5.7,1.7,2.275,2.85,3.425,4.0
Dracula's Legacy,3,8.7,1.3,2.35,3.4,3.7,4.0
Edna & Harvey Harvey's New Eyes,3,10.1,0.1,1.95,3.8,5.0,6.2
Hostile Waters Antaeus Rising,3,8.299999999999999,0.1,1.85,3.6,4.1,4.6
Brilliant Bob,4,27.800000000000004,2.9,3.35,5.8,9.399999999999999,13.3
Terra Incognita ~ Chapter One The Descendant,2,64.4,3.4,17.8,32.2,46.6,61.0
Enigmatis The Ghosts of Maple Creek,2,10.1,3.4,4.225,5.05,5.875,6.7
